Année;Diplôme;situation;Genre;Disciplines;Code du domaine;Domaine;Code de la discipline;Discipline;Code du secteur disciplinaire;Secteur disciplinaire;Nombre de réponses;Taux d’insertion;Part des emplois de niveau cadre ou profession intermédiaire;Part des emplois de niveau cadre;% emplois extérieurs à la région de l’université;Part des emplois stables;Part des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;Salaire brut annuel estimé;Premier quartile des salaires nets mensuels des emplois à temps plein;Dernier quartile des salaires nets mensuels des emplois à temps plein;Part des diplômés boursiers dans la discipline;Part des femmes;Taux de chômage national;Salaire net mensuel médian national;Code du secteur disciplinaire SISE;Salaire net mensuel national 1er quartile;Salaire net mensuel national 3ème quartile;cle_DISC;Prof. libérale, indépendant,' chef d’entreprise;Fonctionnaire;CDI;CDI de chantier ou CDI de mission;Contrat spécifique au doctorat;CDD;Vacataire;Intérimaire;Intermittent du spectacle;Contrat de professionnalisa tion;Emplois aidés (Contrat Initiative Emploi…);Volontariat international;Vous-même;La fonction publique (d''etat',' territoriale ou hospitalière);Une entreprise privée;Une entreprise publique;Une association;Une personne exerçant une profession libérale ou un indépendant;Organisation internationale ou une institution de l''Union européenne;Société d''économie mixte;Un particulier;Agriculture', sylviculture et pêche;Industries (manufacturières,  extractives et autres);Construction;Activités immobilières;Commerce, transports, héberg-ement et restauration;Information et communication;Activités financières et d’assurance;Activités spécialisées, scientifiques et techniques;Activités de services administratifs et de soutien;Enseignement;Administration publique (hors ens.);Santé humaine et action sociale;Arts, spectacles et activités récréatives;Autres activités de service;Agriculteur;Artisan, commerçant,' chef d''entreprise;Profession libérale;Personnel de catégorie A de la fonction publique;Ingénieur', cadre, prof. libérales, prof. intellectuelles sup;Personnel de catégorie B de la fonction publique;Emploi de niveau intermédiaire : technicien, agent de maîtrise…;Personnel de catégorie C de la fonction publique;Manœuvre, ouvrier;Employé de bureau, de commerce, personnel de service
2014;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_03;Médecine;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD07;1480;2280;disc17_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_03;Médecine;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.5;1830;SD07;1450;2180;disc17_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_03;Médecine;22;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD07;1475;2280;disc17_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_03;Médecine;5;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD07;1450;2180;disc17_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_03;Médecine;32;94;ns;ns;ns;62;96;ns;ns;ns;ns;15;65;8.6;1865;SD07;1475;2280;disc17_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_03;Médecine;8;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;7.8;1900;SD07;1470;2330;disc17_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;68;96;84;7;48;65;95;1600;25000;ns;ns;29;78;7.8;1900;SD09;1470;2330;disc17_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;26;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;7.8;1930;SD09;1490;2380;disc17_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;93;92;88;10;42;68;98;1530;23800;1370;1800;20;69;9.9;1870;SD09;1490;2280;disc17_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;21;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1930;SD09;1490;2380;disc17_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;28;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD09;1490;2280;disc17_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2016;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;16;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD09;1450;2180;disc17_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;62;91;83;5;45;58;98;1540;24100;ns;ns;27;;8.6;1865;SD09;1475;2280;disc17_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_05;Pharmacie;51;98;84;7;47;68;100;1600;25000;ns;ns;32;;7.8;1900;SD09;1470;2330;disc17_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;90;93;51;14;32;62;88;1500;23400;1390;1610;30;;9.9;1870;SD10;1490;2280;disc17_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;163;92;52;11;36;62;82;1470;22900;1300;1600;29;45;9.9;1870;SD10;1490;2280;disc17_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2018;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;68;93;56;14;25;69;88;1440;22500;ns;ns;45;;7.8;1930;SD10;1490;2380;disc17_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;90;98;62;28;40;68;88;1500;23400;1300;1800;30;;9.3;1870;SD10;1480;2280;disc17_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2019;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;80;91;65;15;33;68;92;1500;24200;ns;ns;26;;7.2;1980;SD10;1480;2480;disc17_06_18;12;10;46;0;;26;0;7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;7;7;6;3;12;37;4;0;24,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;177;88;50;15;45;59;78;1400;21800;1200;1640;32;49;9.3;1870;SD10;1480;2280;disc17_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;86;90;46;7;50;54;79;1340;20900;ns;ns;35;;9.3;1870;SD10;1480;2280;disc17_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;90;89;44;11;43;53;85;1360;21200;ns;ns;32;;8.6;1865;SD10;1475;2280;disc17_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_06;Sciences et techniques des activités physiques et sportives;89;93;52;16;35;65;91;1480;23100;1240;1620;35;;8.6;1865;SD10;1475;2280;disc17_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_07;Pluridisciplinaire sciences;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD70;1490;2280;disc17_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_07;Pluridisciplinaire sciences;26;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD70;1480;2280;disc17_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_07;Pluridisciplinaire sciences;48;84;68;7;56;64;95;1500;23400;ns;ns;17;20;9.9;1870;SD70;1490;2280;disc17_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_07;Pluridisciplinaire sciences;26;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD70;1480;2280;disc17_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_08;Pluridisciplinaire sciences fondamentales et applications;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD68;1490;2280;disc17_08_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_08;Pluridisciplinaire sciences fondamentales et applications;5;11;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;SD68;1480;2280;disc17_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_08;Pluridisciplinaire sciences fondamentales et applications;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD68;1480;2280;disc17_08_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_08;Pluridisciplinaire sciences fondamentales et applications;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD68;1475;2280;disc17_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;femmes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_08;Pluridisciplinaire sciences fondamentales et applications;5;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD68;1450;2180;disc17_08_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;hommes;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;disc17_08;Pluridisciplinaire sciences fondamentales et applications;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD68;1475;2280;disc17_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,
2017;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Ensemble Licence professionnelle>Ensemble Licence professionnelle>Ensemble Licence professionnelle;ALL;Ensemble Licence professionnelle;disc00;Ensemble Licence professionnelle;disc00;Ensemble Licence professionnelle;15466;93;74;10;36;73;97;1600;25000;1400;1850;20;44;7.8;1900;;1470;2330;disc00_18;2;2;68;0;;21;0;5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;1;9;3;61;2;4;18,,,,,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;hommes;Ensemble Licence professionnelle>Ensemble Licence professionnelle>Ensemble Licence professionnelle;ALL;Ensemble Licence professionnelle;disc00;Ensemble Licence professionnelle;disc00;Ensemble Licence professionnelle;8696;94;81;14;35;83;98;1700;26500;1500;2000;17;;9.3;1870;;1480;2280;disc00_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Ensemble Licence professionnelle>Ensemble Licence professionnelle>Ensemble Licence professionnelle;ALL;Ensemble Licence professionnelle;disc00;Ensemble Licence professionnelle;disc00;Ensemble Licence professionnelle;;92;75;11;32;74;97;1630;25400;1430;1890;19;44;7.8;1930;;1490;2380;disc00_18;2;2;70;1;;19;0;5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;1;9;3;60;2;4;17,,,,,,,,,,,,,,,,,,
2013;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Ensemble Licence professionnelle>Ensemble Licence professionnelle>Ensemble Licence professionnelle;ALL;Ensemble Licence professionnelle;disc00;Ensemble Licence professionnelle;disc00;Ensemble Licence professionnelle;16625;88;68;9;35;65;95;1500;23400;1320;1760;19;45;9.9;1870;;1490;2280;disc00_18;2;2;63;;0;24;0;7;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;8;4;56;3;4;25,,,,,,,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;hommes;Ensemble Licence professionnelle>Ensemble Licence professionnelle>Ensemble Licence professionnelle;ALL;Ensemble Licence professionnelle;disc00;Ensemble Licence professionnelle;disc00;Ensemble Licence professionnelle;7986;95;84;18;32;87;98;1850;28900;1600;2170;15;;7.2;1980;;1480;2480;disc00_30;4;2;81;1;;9;0;3;0;0;0;0;4;8;82;3;2;0;0;0;0;4;24;13;2;15;10;6;12;3;2;4;3;1;2;1;3;1;2;15;3;63;2;4;7,,,,,,,,,,,,,,,,,,
2019;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Ensemble Licence professionnelle>Ensemble Licence professionnelle>Ensemble Licence professionnelle;ALL;Ensemble Licence professionnelle;disc00;Ensemble Licence professionnelle;disc00;Ensemble Licence professionnelle;14192;91;74;12;33;74;96;1650;27600;1450;1900;17;44;7.2;1980;;1480;2480;disc00_18;2;2;69;0;;20;0;5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;9;4;59;3;4;16,,,,,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;hommes;Ensemble Licence professionnelle>Ensemble Licence professionnelle>Ensemble Licence professionnelle;ALL;Ensemble Licence professionnelle;disc00;Ensemble Licence professionnelle;disc00;Ensemble Licence professionnelle;8603;94;80;14;36;85;98;1730;27000;1500;2020;17;;8.6;1865;;1475;2280;disc00_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;6252;93;54;9;27;81;96;1580;24700;1380;1860;18;63;9.9;1870;;1490;2280;disc01_30;2;3;76;;;15;0;3;0;1;1;0;2;8;4;79;5;2;;;0;3;10;3;;27;2;24;6;4;2;5;4;2;9;;;;1;8;2;42;3;2;41,,,,,,,,,,,,
2013;LICENCE PRO;30 mois après le diplôme;hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;2277;93;65;13;30;84;98;1700;26500;1470;2030;14;;9.9;1870;;1490;2280;disc01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2018;LICENCE PRO;18 mois après le diplôme;hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;;92;69;9;27;76;98;1700;26500;1450;2000;15;;7.8;1930;;1490;2380;disc01_18;3;2;71;0;;18;0;6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;0;9;3;57;2;4;21,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;femmes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;3446;94;61;11;27;84;97;1660;25800;1490;1910;18;;7.2;1980;;1480;2480;disc01_30;3;3;78;0;;13;0;2;0;0;0;0;2;9;77;3;5;3;0;0;0;3;7;3;7;24;3;21;7;6;2;6;4;2;4;0;2;1;1;8;3;47;4;1;32,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;6038;92;59;8;30;73;96;1530;23900;1350;1800;18;62;8.5;1830;;1450;2180;disc01_18;2;1;70;;;22;0;4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;2;50;3;3;35,,,,,,,,,,,,
2016;LICENCE PRO;18 mois après le diplôme;femmes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;3813;93;55;6;29;70;95;1500;23400;1300;1730;20;;8.5;1830;;1450;2180;disc01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;hommes;Droit, économie et gestion>Droit>Sciences juridiques;DEG;Droit, économie et gestion;disc02;Droit;disc02_01;Sciences juridiques;95;96;67;13;34;87;96;1620;25300;1390;1950;16;;9.3;1870;SD36;1480;2280;disc02_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2014;LICENCE PRO;30 mois après le diplôme;femmes;Droit, économie et gestion>Droit>Sciences juridiques;DEG;Droit, économie et gestion;disc02;Droit;disc02_01;Sciences juridiques;312;99;52;6;35;87;98;1550;24200;1350;1740;35;;9.3;1870;SD36;1480;2280;disc02_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
2019;LICENCE PRO;30 mois après le diplôme;hommes;Droit, économie et gestion>Droit>Sciences juridiques;DEG;Droit, économie et gestion;disc02;Droit;disc02_01;Sciences juridiques;69;96;65;10;41;80;98;1760;27500;1570;2170;28;;7.2;1980;SD36;1480;2480;disc02_01_30;8;13;60;0;;17;0;1;0;1;0;0;9;22;50;3;5;11;0;0;0;4;0;6;24;6;0;12;12;5;3;16;6;0;5;2;5;3;1;6;6;49;15;0;13,,,,,,,,,,,,,,,,
2014;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Droit>Sciences juridiques;DEG;Droit, économie et gestion;disc02;Droit;disc02_01;Sciences juridiques;412;93;48;6;34;69;98;1440;22400;1300;1650;30;77;9.3;1870;SD36;1480;2280;disc02_01_18;2;4;63;;0;27;0;2;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;4;38;5;2;45,,,,,,,,,,,,,,,,
2019;LICENCE PRO;18 mois après le diplôme;femmes;Droit, économie et gestion>Droit>Sciences juridiques;DEG;Droit, économie et gestion;disc02;Droit;disc02_01;Sciences juridiques;304;96;64;6;34;73;95;1550;26000;1400;1750;27;;7.2;1980;SD36;1480;2480;disc02_01_18;2;11;60;0;;25;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;1;3;7;52;17;0;16,,,,,,,,,,,,,,,,
2015;LICENCE PRO;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Droit>Sciences juridiques;DEG;Droit, économie et gestion;disc02;Droit;disc02_01;Sciences juridiques;427;93;60;9;32;87;98;1580;24700;1400;1810;26;77;8.6;1865;SD36;1475;2280;disc02_01_30;4;6;76;;;11;0;2;0;1;0;0;4;11;62;3;2;17;;;0;2;2;2;;12;0;20;16;8;1;10;2;0;25;;;;2;8;5;45;4;1;35,,,,,,,,,,,,,,,,
2015;LICENCE PRO;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Droit>Sciences juridiques;DEG;Droit, économie et gestion;disc02;Droit;disc02_01;Sciences juridiques;427;92;54;7;32;70;94;1490;23200;1300;1700;26;77;8.6;1865;SD36;1475;2280;disc02_01_18;5;4;61;;;26;1;3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;4;43;4;2;41,,,,,,,,,,,,,,,,
